ablation,scenario_id,domain,fault,violation_accepted,effect_count,disposition,reason
Full,attack:workspace:EFFECT_CLASS_DOWNGRADE:1800000,workspace,EFFECT_CLASS_DOWNGRADE,False,0,DENY,E_NOT_PRESERVED:2:/action/effect_class
Full,attack:workspace:CONTEXT_ROOT_OMISSION:1900000,workspace,CONTEXT_ROOT_OMISSION,False,0,DENY,E_CONTEXT_ROOT;E_ENSURED_FIELD_MISSING:2:/context/context_root;E_NOT_PRESERVED:2:/context/context_root
Full,attack:workspace:RETRY_DUPLICATE:2000000,workspace,RETRY_DUPLICATE,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
Full,attack:workspace:UNAUTHORISED_STAGE_SIGNER:2100000,workspace,UNAUTHORISED_STAGE_SIGNER,False,0,DENY,E_UNAUTHORISED_PREDECESSOR:1;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:workspace:RECEIPT_PRODUCER_MISMATCH:2200000,workspace,RECEIPT_PRODUCER_MISMATCH,False,0,DENY,E_RECEIPT_PRODUCER_MISMATCH:0;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:workspace:MISSING_TRANSFORM_WITNESS:2300000,workspace,MISSING_TRANSFORM_WITNESS,False,0,DENY,E_MISSING_TRANSFORM_WITNESS:2:/action/destination
Full,attack:workspace:INVALID_TRANSFORM_WITNESS:2400000,workspace,INVALID_TRANSFORM_WITNESS,False,0,DENY,E_TRANSFORM_AFTER_MISMATCH:adapter:/action/destination;E_TRANSFORM_RELATION_FALSE:adapter:/action/destination
Full,attack:workspace:RELEASE_PREDICATE_BYPASS:2500000,workspace,RELEASE_PREDICATE_BYPASS,False,0,DENY,E_INVALID_RELEASE:/action/destination
Full,attack:workspace:RELEASE_VALUE_SUBSTITUTION:2600000,workspace,RELEASE_VALUE_SUBSTITUTION,False,0,DENY,E_INVALID_RELEASE:/action/destination
Full,attack:workspace:EXPIRED_RELEASE:2700000,workspace,EXPIRED_RELEASE,False,0,DENY,E_EXPIRED_RELEASE:release:workspace:attack:EXPIRED_RELEASE:2700000
Full,attack:workspace:SUBJECT_SUBSTITUTION:2800000,workspace,SUBJECT_SUBSTITUTION,False,0,DENY,E_SUBJECT_SUBSTITUTION
Full,attack:workspace:POST_PERMIT_ACTION_SUBSTITUTION:2900000,workspace,POST_PERMIT_ACTION_SUBSTITUTION,False,0,DENY,E_ACTION_SUBSTITUTION
Full,attack:workspace:REVOKED_GRANT:3000000,workspace,REVOKED_GRANT,False,0,DENY,E_REVOKED_AT_FINALITY
Full,attack:workspace:CONTRACT_GUARANTEE_VIOLATION:3100000,workspace,CONTRACT_GUARANTEE_VIOLATION,False,0,DENY,E_GUARANTEE_FALSE:2:canonical_destination
Full,attack:finance:UNTRUSTED_FIELD_BINDING:1000,finance,UNTRUSTED_FIELD_BINDING,False,0,ESCALATE,E_UNRELEASED_FIELD:/action/parameters/amount_cents
Full,attack:finance:DROP_PROVENANCE:101000,finance,DROP_PROVENANCE,False,0,DENY,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT
Full,attack:finance:PROVENANCE_VALUE_SUBSTITUTION:201000,finance,PROVENANCE_VALUE_SUBSTITUTION,False,0,DENY,E_PROVENANCE_VALUE_MISMATCH:/action/parameters/amount_cents;E_UNDISCHARGED_ASSUMPTION:0:provenance-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:UNTRUSTED_ROOT_PRODUCER:301000,finance,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
Full,attack:finance:ROOT_AUTHORITY_EXCEEDED:401000,finance,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:ROOT_SCOPE_EXCEEDED:501000,finance,ROOT_SCOPE_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:ROOT_FIELD_CONSTRAINT_BYPASS:601000,finance,ROOT_FIELD_CONSTRAINT_BYPASS,False,0,DENY,E_ROOT_FIELD_CONSTRAINT:/action/parameters/amount_cents;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:PRINCIPAL_SUBSTITUTION:701000,finance,PRINCIPAL_SUBSTITUTION,False,0,DENY,E_NOT_PRESERVED:2:/context/principal
Full,attack:finance:AUTHORITY_AMPLIFICATION:801000,finance,AUTHORITY_AMPLIFICATION,False,0,DENY,E_AUTHORITY_AMPLIFICATION:0;E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/authority;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/destination;E_NOT_PRESERVED:0:/action/function;E_NOT_PRESERVED:0:/action/operation;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:DELEGATION_WIDENING:901000,finance,DELEGATION_WIDENING,False,0,DENY,E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:ARGUMENT_MUTATION:1001000,finance,ARGUMENT_MUTATION,False,0,DENY,E_NOT_PRESERVED:2:/action/parameters/amount_cents
Full,attack:finance:DESTINATION_SUBSTITUTION:1101000,finance,DESTINATION_SUBSTITUTION,False,0,DENY,E_UNTRUSTED_TRANSFORM_ISSUER:adapter:/action/destination
Full,attack:finance:TOOL_SERVER_SWAP:1201000,finance,TOOL_SERVER_SWAP,False,0,DENY,E_NOT_PRESERVED:2:/action/server_id;E_NOT_PRESERVED:2:/action/tool_manifest_digest;E_UNTRUSTED_TOOL_MANIFEST
Full,attack:finance:POLICY_DOWNGRADE:1301000,finance,POLICY_DOWNGRADE,False,0,DENY,E_GUARANTEE_FALSE:2:policy_matches;E_ILLEGAL_TRANSFORM:2:/context/policy_digest;E_ILLEGAL_TRANSFORM:2:/context/policy_epoch;E_POLICY_DOWNGRADE:2;E_STALE_POLICY
Full,attack:finance:NONCE_REPLAY:1401000,finance,NONCE_REPLAY,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
Full,attack:finance:ALTERNATE_PATH:1501000,finance,ALTERNATE_PATH,False,0,DENY,E_UNMEDIATED_PATH
Full,attack:finance:MEMORY_LAUNDERING:1601000,finance,MEMORY_LAUNDERING,False,0,DENY,E_NOT_PRESERVED:0:/context/protected_field_sources;E_NOT_PRESERVED:0:/context/source_classes;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNRELEASED_FIELD:/action/parameters/amount_cents
Full,attack:finance:TAINT_DOWNGRADE:1701000,finance,TAINT_DOWNGRADE,False,0,DENY,E_ILLEGAL_TRANSFORM:0:/context/taint;E_TAINT_DOWNGRADE:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRACKED_DATA_CLASS
Full,attack:finance:EFFECT_CLASS_DOWNGRADE:1801000,finance,EFFECT_CLASS_DOWNGRADE,False,0,DENY,E_NOT_PRESERVED:2:/action/effect_class
Full,attack:finance:CONTEXT_ROOT_OMISSION:1901000,finance,CONTEXT_ROOT_OMISSION,False,0,DENY,E_CONTEXT_ROOT;E_ENSURED_FIELD_MISSING:2:/context/context_root;E_NOT_PRESERVED:2:/context/context_root
Full,attack:finance:RETRY_DUPLICATE:2001000,finance,RETRY_DUPLICATE,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
Full,attack:finance:UNAUTHORISED_STAGE_SIGNER:2101000,finance,UNAUTHORISED_STAGE_SIGNER,False,0,DENY,E_UNAUTHORISED_PREDECESSOR:1;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:RECEIPT_PRODUCER_MISMATCH:2201000,finance,RECEIPT_PRODUCER_MISMATCH,False,0,DENY,E_RECEIPT_PRODUCER_MISMATCH:0;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:finance:MISSING_TRANSFORM_WITNESS:2301000,finance,MISSING_TRANSFORM_WITNESS,False,0,DENY,E_MISSING_TRANSFORM_WITNESS:2:/action/destination
Full,attack:finance:INVALID_TRANSFORM_WITNESS:2401000,finance,INVALID_TRANSFORM_WITNESS,False,0,DENY,E_TRANSFORM_AFTER_MISMATCH:adapter:/action/destination;E_TRANSFORM_RELATION_FALSE:adapter:/action/destination
Full,attack:finance:RELEASE_PREDICATE_BYPASS:2501000,finance,RELEASE_PREDICATE_BYPASS,False,0,DENY,E_INVALID_RELEASE:/action/parameters/amount_cents
Full,attack:finance:RELEASE_VALUE_SUBSTITUTION:2601000,finance,RELEASE_VALUE_SUBSTITUTION,False,0,DENY,E_INVALID_RELEASE:/action/parameters/amount_cents
Full,attack:finance:EXPIRED_RELEASE:2701000,finance,EXPIRED_RELEASE,False,0,DENY,E_EXPIRED_RELEASE:release:finance:attack:EXPIRED_RELEASE:2701000
Full,attack:finance:SUBJECT_SUBSTITUTION:2801000,finance,SUBJECT_SUBSTITUTION,False,0,DENY,E_SUBJECT_SUBSTITUTION
Full,attack:finance:POST_PERMIT_ACTION_SUBSTITUTION:2901000,finance,POST_PERMIT_ACTION_SUBSTITUTION,False,0,DENY,E_ACTION_SUBSTITUTION
Full,attack:finance:REVOKED_GRANT:3001000,finance,REVOKED_GRANT,False,0,DENY,E_REVOKED_AT_FINALITY
Full,attack:finance:CONTRACT_GUARANTEE_VIOLATION:3101000,finance,CONTRACT_GUARANTEE_VIOLATION,False,0,DENY,E_GUARANTEE_FALSE:2:canonical_destination
Full,attack:devops:UNTRUSTED_FIELD_BINDING:2000,devops,UNTRUSTED_FIELD_BINDING,False,0,ESCALATE,E_UNRELEASED_FIELD:/action/parameters/commit
Full,attack:devops:DROP_PROVENANCE:102000,devops,DROP_PROVENANCE,False,0,DENY,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT
Full,attack:devops:PROVENANCE_VALUE_SUBSTITUTION:202000,devops,PROVENANCE_VALUE_SUBSTITUTION,False,0,DENY,E_PROVENANCE_VALUE_MISMATCH:/action/parameters/commit;E_UNDISCHARGED_ASSUMPTION:0:provenance-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:UNTRUSTED_ROOT_PRODUCER:302000,devops,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
Full,attack:devops:ROOT_AUTHORITY_EXCEEDED:402000,devops,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:ROOT_SCOPE_EXCEEDED:502000,devops,ROOT_SCOPE_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:ROOT_FIELD_CONSTRAINT_BYPASS:602000,devops,ROOT_FIELD_CONSTRAINT_BYPASS,False,0,DENY,E_ROOT_FIELD_CONSTRAINT:/action/parameters/commit;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:PRINCIPAL_SUBSTITUTION:702000,devops,PRINCIPAL_SUBSTITUTION,False,0,DENY,E_NOT_PRESERVED:2:/context/principal
Full,attack:devops:AUTHORITY_AMPLIFICATION:802000,devops,AUTHORITY_AMPLIFICATION,False,0,DENY,E_AUTHORITY_AMPLIFICATION:0;E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/authority;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/destination;E_NOT_PRESERVED:0:/action/function;E_NOT_PRESERVED:0:/action/operation;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:DELEGATION_WIDENING:902000,devops,DELEGATION_WIDENING,False,0,DENY,E_DELEGATION_WIDENING:0;E_ILLEGAL_TRANSFORM:0:/context/delegation_scope;E_NOT_PRESERVED:0:/action/resource;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:ARGUMENT_MUTATION:1002000,devops,ARGUMENT_MUTATION,False,0,DENY,E_NOT_PRESERVED:2:/action/parameters/environment
Full,attack:devops:DESTINATION_SUBSTITUTION:1102000,devops,DESTINATION_SUBSTITUTION,False,0,DENY,E_UNTRUSTED_TRANSFORM_ISSUER:adapter:/action/destination
Full,attack:devops:TOOL_SERVER_SWAP:1202000,devops,TOOL_SERVER_SWAP,False,0,DENY,E_NOT_PRESERVED:2:/action/server_id;E_NOT_PRESERVED:2:/action/tool_manifest_digest;E_UNTRUSTED_TOOL_MANIFEST
Full,attack:devops:POLICY_DOWNGRADE:1302000,devops,POLICY_DOWNGRADE,False,0,DENY,E_GUARANTEE_FALSE:2:policy_matches;E_ILLEGAL_TRANSFORM:2:/context/policy_digest;E_ILLEGAL_TRANSFORM:2:/context/policy_epoch;E_POLICY_DOWNGRADE:2;E_STALE_POLICY
Full,attack:devops:NONCE_REPLAY:1402000,devops,NONCE_REPLAY,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
Full,attack:devops:ALTERNATE_PATH:1502000,devops,ALTERNATE_PATH,False,0,DENY,E_UNMEDIATED_PATH
Full,attack:devops:MEMORY_LAUNDERING:1602000,devops,MEMORY_LAUNDERING,False,0,DENY,E_NOT_PRESERVED:0:/context/protected_field_sources;E_NOT_PRESERVED:0:/context/source_classes;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNRELEASED_FIELD:/action/parameters/commit
Full,attack:devops:TAINT_DOWNGRADE:1702000,devops,TAINT_DOWNGRADE,False,0,DENY,E_ILLEGAL_TRANSFORM:0:/context/taint;E_TAINT_DOWNGRADE:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRACKED_DATA_CLASS
Full,attack:devops:EFFECT_CLASS_DOWNGRADE:1802000,devops,EFFECT_CLASS_DOWNGRADE,False,0,DENY,E_NOT_PRESERVED:2:/action/effect_class
Full,attack:devops:CONTEXT_ROOT_OMISSION:1902000,devops,CONTEXT_ROOT_OMISSION,False,0,DENY,E_CONTEXT_ROOT;E_ENSURED_FIELD_MISSING:2:/context/context_root;E_NOT_PRESERVED:2:/context/context_root
Full,attack:devops:RETRY_DUPLICATE:2002000,devops,RETRY_DUPLICATE,False,1,EXECUTE_ONCE,EXECUTED;IDEMPOTENT_REPLAY
Full,attack:devops:UNAUTHORISED_STAGE_SIGNER:2102000,devops,UNAUTHORISED_STAGE_SIGNER,False,0,DENY,E_UNAUTHORISED_PREDECESSOR:1;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:RECEIPT_PRODUCER_MISMATCH:2202000,devops,RECEIPT_PRODUCER_MISMATCH,False,0,DENY,E_RECEIPT_PRODUCER_MISMATCH:0;E_UNAUTHORISED_STAGE_SIGNER:0;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:devops:MISSING_TRANSFORM_WITNESS:2302000,devops,MISSING_TRANSFORM_WITNESS,False,0,DENY,E_MISSING_TRANSFORM_WITNESS:2:/action/destination
Full,attack:devops:INVALID_TRANSFORM_WITNESS:2402000,devops,INVALID_TRANSFORM_WITNESS,False,0,DENY,E_TRANSFORM_AFTER_MISMATCH:adapter:/action/destination;E_TRANSFORM_RELATION_FALSE:adapter:/action/destination
Full,attack:devops:RELEASE_PREDICATE_BYPASS:2502000,devops,RELEASE_PREDICATE_BYPASS,False,0,DENY,E_INVALID_RELEASE:/action/parameters/commit
Full,attack:devops:RELEASE_VALUE_SUBSTITUTION:2602000,devops,RELEASE_VALUE_SUBSTITUTION,False,0,DENY,E_INVALID_RELEASE:/action/parameters/commit
Full,attack:devops:EXPIRED_RELEASE:2702000,devops,EXPIRED_RELEASE,False,0,DENY,E_EXPIRED_RELEASE:release:devops:attack:EXPIRED_RELEASE:2702000
Full,attack:devops:SUBJECT_SUBSTITUTION:2802000,devops,SUBJECT_SUBSTITUTION,False,0,DENY,E_SUBJECT_SUBSTITUTION
Full,attack:devops:POST_PERMIT_ACTION_SUBSTITUTION:2902000,devops,POST_PERMIT_ACTION_SUBSTITUTION,False,0,DENY,E_ACTION_SUBSTITUTION
Full,attack:devops:REVOKED_GRANT:3002000,devops,REVOKED_GRANT,False,0,DENY,E_REVOKED_AT_FINALITY
Full,attack:devops:CONTRACT_GUARANTEE_VIOLATION:3102000,devops,CONTRACT_GUARANTEE_VIOLATION,False,0,DENY,E_GUARANTEE_FALSE:2:canonical_destination
Full,attack:multiagent:UNTRUSTED_FIELD_BINDING:3000,multiagent,UNTRUSTED_FIELD_BINDING,False,0,ESCALATE,E_UNRELEASED_FIELD:/action/parameters/capability
Full,attack:multiagent:DROP_PROVENANCE:103000,multiagent,DROP_PROVENANCE,False,0,DENY,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT
Full,attack:multiagent:PROVENANCE_VALUE_SUBSTITUTION:203000,multiagent,PROVENANCE_VALUE_SUBSTITUTION,False,0,DENY,E_PROVENANCE_VALUE_MISMATCH:/action/parameters/capability;E_UNDISCHARGED_ASSUMPTION:0:provenance-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
Full,attack:multiagent:UNTRUSTED_ROOT_PRODUCER:303000,multiagent,UNTRUSTED_ROOT_PRODUCER,False,0,DENY,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER
Full,attack:multiagent:ROOT_AUTHORITY_EXCEEDED:403000,multiagent,ROOT_AUTHORITY_EXCEEDED,False,0,DENY,E_ROOT_ACTION_SCOPE_EXCEEDED;E_ROOT_AUTHORITY_EXCEEDED;E_ROOT_OPERATION_NOT_GRANTED;E_ROOT_SCOPE_EXCEEDED;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized
