system,scenario_id,domain,kind,fault,expected_terminal,expected_effect_count,disposition,first_outcome,second_outcome,effect_count,effect_committed,violation_accepted,security_correct,lifecycle_correct,reason,latency_ns,bundle_bytes
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11057,13168
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5057,13168
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5808,13168
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,199024,13168
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,459579,13168
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,621939,13168
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302002,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4744675,13168
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11086,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4857,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5699,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,177693,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,508682,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,724361,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302003,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4486783,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11137,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5187,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5519,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,183261,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,535101,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,630362,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302004,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4482487,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10045,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4947,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5238,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,221618,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,484496,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,605756,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302005,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4594512,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10936,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4967,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5328,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,181519,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,456876,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,632615,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302006,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4356120,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10445,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4977,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5158,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,180437,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,479449,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,594629,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302007,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4447285,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,27070,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4697,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5248,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,194357,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,452469,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,621269,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302008,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4705056,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,9404,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4557,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5208,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,195409,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,447481,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,714306,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302009,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4483248,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,9053,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5027,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5298,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,230521,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,535592,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,632285,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302010,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4752156,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,8863,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4597,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4837,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,201167,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,453811,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,620938,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302011,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4502737,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,12168,13163
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4988,13163
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4977,13163
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,180868,13163
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,489904,13163
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,608560,13163
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302012,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4239007,13163
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,29994,13168
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5118,13168
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5287,13168
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,180337,13168
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,460251,13168
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,618244,13168
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302013,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4284855,13168
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11367,13168
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4657,13168
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5478,13168
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,178935,13168
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,457326,13168
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,625134,13168
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302014,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4224065,13168
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11547,13168
ToolAllowlist,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4577,13168
GatewayPolicy,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5298,13168
ProvenanceGateway,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,178864,13168
EffectBoundPermit,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,475923,13168
Gateway+Finality,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,605936,13168
CONTINUITY,attack:devops:UNTRUSTED_ROOT_PRODUCER:302015,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized;E_UNTRUSTED_ROOT;E_UNTRUSTED_ROOT_ISSUER,4238677,13168
PassThrough,attack:devops:UNTRUSTED_ROOT_PRODUCER:302016,devops,attack,UNTRUSTED_ROOT_PRODUCER,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11808,13163
